expName	subject	pairs	cs1	cs2	block	trial	condition	rating	rt	shock	picName	timestamp
LookAtMe1.2	50	1	1	2	1	1	41	1	1.4930207002907991	False	stim\7 F080C.jpg	2019-03-19 09:36:16
LookAtMe1.2	50	1	1	2	1	2	46	3	0.919860353693366	False	stim\8 F080C + F101C.jpg	2019-03-19 09:36:25
LookAtMe1.2	50	1	1	2	1	3	16	2	0.8278879299759865	False	stim\1 M024C.jpg	2019-03-19 09:36:33
LookAtMe1.2	50	1	1	2	1	4	11	3	-2.0235964488238096	False	stim\2 M024C + M010C.jpg	2019-03-19 09:36:43
LookAtMe1.2	50	1	1	2	1	5	41	1	0.9447076562792063	False	stim\7 F080C.jpg	2019-03-19 09:36:53
LookAtMe1.2	50	1	1	2	1	6	11	3	1.3869133032858372	False	stim\2 M024C + M010C.jpg	2019-03-19 09:37:01
LookAtMe1.2	50	1	1	2	1	7	16	2	1.4349240772426128	False	stim\1 M024C.jpg	2019-03-19 09:37:11
LookAtMe1.2	50	1	1	2	1	8	46	2	1.2499086577445269	False	stim\8 F080C + F101C.jpg	2019-03-19 09:37:20
LookAtMe1.2	50	1	1	2	1	9	11	4	0.4927379582077265	False	stim\2 M024C + M010C.jpg	2019-03-19 09:37:30
LookAtMe1.2	50	1	1	2	1	10	16	2	0.39441301487386227	False	stim\1 M024C.jpg	2019-03-19 09:37:39
LookAtMe1.2	50	1	1	2	1	11	46	2	0.47466623969376087	False	stim\8 F080C + F101C.jpg	2019-03-19 09:37:49
LookAtMe1.2	50	1	1	2	1	12	41	1	1.3446096424013376	False	stim\7 F080C.jpg	2019-03-19 09:37:58
LookAtMe1.2	50	1	1	2	1	13	16	2	1.7761708684265614	False	stim\1 M024C.jpg	2019-03-19 09:38:07
LookAtMe1.2	50	1	1	2	1	14	41	1	1.2692450527101755	False	stim\7 F080C.jpg	2019-03-19 09:38:16
LookAtMe1.2	50	1	1	2	1	15	46	4	0.8305864445865154	False	stim\8 F080C + F101C.jpg	2019-03-19 09:38:25
LookAtMe1.2	50	1	1	2	1	16	11	5	0.45984349213540554	False	stim\2 M024C + M010C.jpg	2019-03-19 09:38:34
LookAtMe1.2	50	1	1	2	1	17	16		-99	True	stim\1 M024C.jpg	2019-03-19 09:38:42
LookAtMe1.2	50	1	1	2	1	18	41	1	1.482793329283595	False	stim\7 F080C.jpg	2019-03-19 09:38:52
LookAtMe1.2	50	1	1	2	1	19	11	4	1.2178053241223097	False	stim\2 M024C + M010C.jpg	2019-03-19 09:39:01
LookAtMe1.2	50	1	1	2	1	20	46	3	0.6573340930044651	True	stim\8 F080C + F101C.jpg	2019-03-19 09:39:09
LookAtMe1.2	50	1	1	2	1	21	41	1	0.7230280805379152	False	stim\7 F080C.jpg	2019-03-19 09:39:18
LookAtMe1.2	50	1	1	2	1	22	46	4	0.7042929232120514	True	stim\8 F080C + F101C.jpg	2019-03-19 09:39:26
LookAtMe1.2	50	1	1	2	1	23	16	4	0.7148324809968472	True	stim\1 M024C.jpg	2019-03-19 09:39:36
LookAtMe1.2	50	1	1	2	1	24	11	4	0.7560562565922737	False	stim\2 M024C + M010C.jpg	2019-03-19 09:39:44
LookAtMe1.2	50	1	1	2	1	25	16	2	0.6467527691274881	False	stim\1 M024C.jpg	2019-03-19 09:39:52
LookAtMe1.2	50	1	1	2	1	26	46	2	0.6485985517501831	True	stim\8 F080C + F101C.jpg	2019-03-19 09:40:01
LookAtMe1.2	50	1	1	2	1	27	41	1	0.6882097087800503	False	stim\7 F080C.jpg	2019-03-19 09:40:10
LookAtMe1.2	50	1	1	2	1	28	11	3	1.1386581286787987	False	stim\2 M024C + M010C.jpg	2019-03-19 09:40:19
LookAtMe1.2	50	1	1	2	1	29	41	2	0.460529163479805	False	stim\7 F080C.jpg	2019-03-19 09:40:29
LookAtMe1.2	50	1	1	2	1	30	11	5	0.5431897435337305	False	stim\2 M024C + M010C.jpg	2019-03-19 09:40:38
LookAtMe1.2	50	1	1	2	1	31	16	2	0.7465094495564699	True	stim\1 M024C.jpg	2019-03-19 09:40:47
LookAtMe1.2	50	1	1	2	1	32	46	3	0.9132665582001209	False	stim\8 F080C + F101C.jpg	2019-03-19 09:40:55
LookAtMe1.2	50	1	1	2	1	33	11	4	0.7407398410141468	False	stim\2 M024C + M010C.jpg	2019-03-19 09:41:04
LookAtMe1.2	50	1	1	2	1	34	46	1	1.1524238251149654	True	stim\8 F080C + F101C.jpg	2019-03-19 09:41:13
LookAtMe1.2	50	1	1	2	1	35	16	3	0.6558212302625179	True	stim\1 M024C.jpg	2019-03-19 09:41:21
LookAtMe1.2	50	1	1	2	1	36	41	1	0.9406089540570974	False	stim\7 F080C.jpg	2019-03-19 09:41:31
LookAtMe1.2	50	1	1	2	1	37	46	3	1.7176478784531355	False	stim\8 F080C + F101C.jpg	2019-03-19 09:41:40
LookAtMe1.2	50	1	1	2	1	38	41	1	0.5805530920624733	False	stim\7 F080C.jpg	2019-03-19 09:41:50
LookAtMe1.2	50	1	1	2	1	39	16	4	0.9332726988941431	True	stim\1 M024C.jpg	2019-03-19 09:41:59
LookAtMe1.2	50	1	1	2	1	40	11	5	0.9696961771696806	False	stim\2 M024C + M010C.jpg	2019-03-19 09:42:08
LookAtMe1.2	50	1	1	2	1	41	16	2	0.8914675153791904	False	stim\1 M024C.jpg	2019-03-19 09:42:17
LookAtMe1.2	50	1	1	2	1	42	41	2	0.4721825607120991	False	stim\7 F080C.jpg	2019-03-19 09:42:26
LookAtMe1.2	50	1	1	2	1	43	46	4	0.45003707706928253	True	stim\8 F080C + F101C.jpg	2019-03-19 09:42:35
LookAtMe1.2	50	1	1	2	1	44	11	5	0.4801867604255676	False	stim\2 M024C + M010C.jpg	2019-03-19 09:42:44
LookAtMe1.2	50	1	1	2	1	45	16	3	0.9826494045555592	True	stim\1 M024C.jpg	2019-03-19 09:42:53
LookAtMe1.2	50	1	1	2	1	46	11	2	0.9030872602015734	False	stim\2 M024C + M010C.jpg	2019-03-19 09:43:02
LookAtMe1.2	50	1	1	2	1	47	46	3	0.8980072271078825	True	stim\8 F080C + F101C.jpg	2019-03-19 09:43:11
LookAtMe1.2	50	1	1	2	1	48	41	1	0.4581587612628937	False	stim\7 F080C.jpg	2019-03-19 09:43:21
LookAtMe1.2	50	1	1	2	2	49	12	2	0.4465973060578108	False	stim\morph\1&2 80.jpg	2019-03-19 09:48:01
LookAtMe1.2	50	1	1	2	2	50	16	2	0.7726118098944426	True	stim\1 M024C.jpg	2019-03-19 09:48:10
LookAtMe1.2	50	1	1	2	2	51	15	1	0.7384238224476576	False	stim\morph\1&2 20.jpg	2019-03-19 09:48:19
LookAtMe1.2	50	1	1	2	2	52	14	2	0.43837917409837246	False	stim\morph\1&2 40.jpg	2019-03-19 09:48:28
LookAtMe1.2	50	1	1	2	2	53	16	3	1.1134106013923883	False	stim\1 M024C.jpg	2019-03-19 09:48:38
LookAtMe1.2	50	1	1	2	2	54	43	2	0.3269123062491417	False	stim\morph\7&8 40.jpg	2019-03-19 09:48:47
LookAtMe1.2	50	1	1	2	2	55	45	3	0.5811227820813656	False	stim\morph\7&8 80.jpg	2019-03-19 09:48:55
LookAtMe1.2	50	1	1	2	2	56	13	2	0.7718822713941336	False	stim\morph\1&2 60.jpg	2019-03-19 09:49:05
LookAtMe1.2	50	1	1	2	2	57	41	1	0.561766255646944	False	stim\7 F080C.jpg	2019-03-19 09:49:15
LookAtMe1.2	50	1	1	2	2	58	46	4	1.3612971007823944	True	stim\8 F080C + F101C.jpg	2019-03-19 09:49:24
LookAtMe1.2	50	1	1	2	2	59	11	5	0.4479458127170801	False	stim\2 M024C + M010C.jpg	2019-03-19 09:49:34
LookAtMe1.2	50	1	1	2	2	60	42	1	0.45037029683589935	False	stim\morph\7&8 20.jpg	2019-03-19 09:49:43
LookAtMe1.2	50	1	1	2	2	61	46	4	0.5317499805241823	False	stim\8 F080C + F101C.jpg	2019-03-19 09:49:52
LookAtMe1.2	50	1	1	2	2	62	44	1	0.4571131281554699	False	stim\morph\7&8 60.jpg	2019-03-19 09:50:01
LookAtMe1.2	50	1	1	2	2	63	16	3	0.6791250221431255	False	stim\1 M024C.jpg	2019-03-19 09:50:10
LookAtMe1.2	50	1	1	2	2	64	15	3	0.61183494143188	False	stim\morph\1&2 20.jpg	2019-03-19 09:50:20
LookAtMe1.2	50	1	1	2	2	65	45	1	0.6222972795367241	False	stim\morph\7&8 80.jpg	2019-03-19 09:50:29
LookAtMe1.2	50	1	1	2	2	66	46	3	0.5166264642030001	True	stim\8 F080C + F101C.jpg	2019-03-19 09:50:37
LookAtMe1.2	50	1	1	2	2	67	13	4	0.7146338727325201	False	stim\morph\1&2 60.jpg	2019-03-19 09:50:46
LookAtMe1.2	50	1	1	2	2	68	16	3	0.5411168076097965	True	stim\1 M024C.jpg	2019-03-19 09:50:55
LookAtMe1.2	50	1	1	2	2	69	42	1	0.6303573660552502	False	stim\morph\7&8 20.jpg	2019-03-19 09:51:04
LookAtMe1.2	50	1	1	2	2	70	12	5	0.5051948111504316	False	stim\morph\1&2 80.jpg	2019-03-19 09:51:13
LookAtMe1.2	50	1	1	2	2	71	46	4	0.5059763323515654	False	stim\8 F080C + F101C.jpg	2019-03-19 09:51:21
LookAtMe1.2	50	1	1	2	2	72	44	2	0.7383634299039841	False	stim\morph\7&8 60.jpg	2019-03-19 09:51:31
LookAtMe1.2	50	1	1	2	2	73	41	1	0.5903273560106754	False	stim\7 F080C.jpg	2019-03-19 09:51:41
LookAtMe1.2	50	1	1	2	2	74	11	5	0.8733525276184082	False	stim\2 M024C + M010C.jpg	2019-03-19 09:51:51
LookAtMe1.2	50	1	1	2	2	75	14	3	0.8980559036135674	False	stim\morph\1&2 40.jpg	2019-03-19 09:52:00
LookAtMe1.2	50	1	1	2	2	76	43	2	0.5333424676209688	False	stim\morph\7&8 40.jpg	2019-03-19 09:52:10
LookAtMe1.2	50	1	1	2	2	77	14	2	0.32473390363156796	False	stim\morph\1&2 40.jpg	2019-03-19 09:52:19
LookAtMe1.2	50	1	1	2	2	78	43	1	0.47760723158717155	False	stim\morph\7&8 40.jpg	2019-03-19 09:52:28
LookAtMe1.2	50	1	1	2	2	79	42	1	0.6849213745445013	False	stim\morph\7&8 20.jpg	2019-03-19 09:52:37
LookAtMe1.2	50	1	1	2	2	80	15	3	0.5783166997134686	False	stim\morph\1&2 20.jpg	2019-03-19 09:52:45
LookAtMe1.2	50	1	1	2	2	81	16	4	0.7283451836556196	True	stim\1 M024C.jpg	2019-03-19 09:52:55
LookAtMe1.2	50	1	1	2	2	82	13	5	0.6492887288331985	False	stim\morph\1&2 60.jpg	2019-03-19 09:53:05
LookAtMe1.2	50	1	1	2	2	83	44	1	-1.8234509024769068	False	stim\morph\7&8 60.jpg	2019-03-19 09:53:15
LookAtMe1.2	50	1	1	2	2	84	46	2	1.7147086896002293	False	stim\8 F080C + F101C.jpg	2019-03-19 09:53:23
LookAtMe1.2	50	1	1	2	2	85	41	1	0.6016427259892225	False	stim\7 F080C.jpg	2019-03-19 09:53:32
